player_name,role,mean_score,sd_score,q025,q50,q975,mean_elo_like,sd_elo_like,n_boot
Chase Young,Rusher,-4.703901909410109e-6,2.627021209082395e-6,-6.468607195110002e-6,-4.703901909410109e-6,-2.939196623710216e-6,999.9991830582709,4.563198097087254e-4,2
James Vaughters,Rusher,-4.805309206441895e-6,5.46439209184312e-6,-8.47602247448609e-6,-4.805309206441895e-6,-1.1345959383977017e-6,999.9991654420191,9.492216167501248e-4,2
Travin Howard,Rusher,-4.872946843334073e-6,5.925148528315315e-6,-8.853173912047864e-6,-4.872946843334073e-6,-8.927197746202837e-7,999.9991536921581,0.001029344240371677,2
Chauncey Golston,Rusher,-4.906575343962763e-6,2.6846399232847143e-5,-2.294068274455093e-5,-4.906575343962763e-6,1.3127532056625405e-5,999.9991478502892,0.004663737734535989,2
Dillon Radunz,Blocker,-4.913452054396107e-6,7.233386155565539e-6,-9.772489635860329e-6,-4.913452054396107e-6,-5.44144729318865e-8,999.9991466556822,0.0012565273608531264,2
Alex Barshaba,Blocker,-4.923875439285399e-6,6.9634114256731925e-6,-9.601557106606529e-6,-4.923875439285399e-6,-2.4619377196426906e-7,999.9991448449548,0.0012096279466334986,2
Shaun Bradley,Rusher,-4.969814242017026e-6,4.449255923037473e-6,-7.958608324710526e-6,-4.969814242017026e-6,-1.981020159323527e-6,999.9991368645674,7.728744021673002e-4,2
Morgan Fox,Rusher,-4.994352206268594e-6,1.5374329979530302e-5,-1.532208054175783e-5,-4.994352206268594e-6,5.3333761292206425e-6,999.9991326018865,0.002670754153007881,2
Bobby Hart,Blocker,-5.046221451281985e-6,3.240416194214895e-7,-5.26389687643761e-6,-5.046221451281985e-6,-4.828546026126359e-6,999.9991235912757,5.6251278647567016e-5,2
Blake Lynch,Rusher,-5.107342104946333e-6,1.4965962699258954e-6,-6.112682807551271e-6,-5.107342104946333e-6,-4.102001402341394e-6,999.9991129735306,2.599448844828477e-4,2
Calais Campbell,Rusher,-5.116093463758468e-6,3.497139561967681e-5,-2.860817890447792e-5,-5.116093463758468e-6,1.8375991976960985e-5,999.9991114532638,0.006075113140550742,2
Mykal Walker,Rusher,-5.139610568804042e-6,2.104505590639984e-6,-6.5533152342812475e-6,-5.139610568804042e-6,-3.725905903326835e-6,999.9991073679242,3.6563058229303083e-4,2
Germain Ifedi,Blocker,-5.141212515833983e-6,4.116907172242589e-5,-3.279659581641254e-5,-5.141212515833983e-6,2.251417078474457e-5,999.9991070896376,0.00715175975339768,2
Anthony Barr,Rusher,-5.2369593571282525e-6,3.823253756545698e-6,-7.80523558170614e-6,-5.2369593571282525e-6,-2.6686831325503675e-6,999.9990904567077,6.641266875152494e-4,2
Sam Kamara,Rusher,-5.363447125679017e-6,8.57382877733831e-6,-1.1122928971407889e-5,-5.363447125679017e-6,3.9603472004985435e-7,999.9990684835317,0.0014894671269284811,2
Roquan Smith,Rusher,-5.472760283676742e-6,4.649300729313212e-6,-8.595934753476029e-6,-5.472760283676742e-6,-2.3495858138774546e-6,999.9990494938911,8.077067768112354e-4,2
Kylie Fitts,Rusher,-5.504458487991898e-6,4.231673391862422e-6,-8.347091191586864e-6,-5.504458487991898e-6,-2.66182578439693e-6,999.9990439873491,7.351574775739195e-4,2
Joe Walker,Rusher,-5.59231960716623e-6,2.750440664234573e-6,-7.439932089851153e-6,-5.59231960716623e-6,-3.7447071244813056e-6,999.9990287243094,4.777599651172695e-4,2
Demetrius Flannigan-Fowles,Rusher,-5.8109215514150975e-6,1.2686568653842194e-6,-6.6631436303015444e-6,-5.8109215514150975e-6,-4.95869947252865e-6,999.9989907492621,2.2042878671060413e-4,2
Doug Costin,Rusher,-5.8163472502732e-6,1.889891238315898e-8,-5.829042621921224e-6,-5.8163472502732e-6,-5.803651878625177e-6,999.9989898067217,3.2425610954118745e-6,2
T.J. Edwards,Rusher,-5.8239610906399e-6,6.850198232769728e-6,-1.04255916323603e-5,-5.8239610906399e-6,-1.2223305489195002e-6,999.9989884840621,0.0011900418332517978,2
Jonathan Harris,Rusher,-5.918615506239563e-6,7.80160262116669e-7,-6.442689287406786e-6,-5.918615506239563e-6,-5.394541725072339e-6,999.998972040906,1.3556823496292745e-4,2
Michael Hoecht,Rusher,-5.958216977624192e-6,6.510598233001047e-6,-1.0331720729753576e-5,-5.958216977624192e-6,-1.5847132254948066e-6,999.9989651614258,0.0011310472708925647,2
Broderick Washington,Rusher,-5.9834646055852996e-6,1.027022293240224e-5,-1.2882501671394554e-5,-5.9834646055852996e-6,9.155724602239545e-7,999.9989607754636,0.0017841609752677066,2
Eddie Goldman,Rusher,-5.988077707994342e-6,9.343109906085198e-6,-1.2264325261360192e-5,-5.988077707994342e-6,2.8816984537150737e-7,999.9989599740857,0.0016230239141414612,2
Nick Gates,Blocker,-6.014154673496722e-6,8.505299105468597e-6,-1.1727601613318609e-5,-6.014154673496722e-6,-3.0070773367483505e-7,999.9989554440527,0.0014775623036985056,2
Wyatt Ray,Rusher,-6.121563508866374e-6,6.680989898651169e-6,-1.0609528108122687e-5,-6.121563508866374e-6,-1.6335989096100595e-6,999.998936785227,0.0011605663024097704,2
Ronnie Stanley,Blocker,-6.204820743787373e-6,8.774941647958018e-6,-1.2099400450385378e-5,-6.204820743787373e-6,-3.1024103718936756e-7,999.9989223219638,0.0015243229783786488,2
Saahdiq Charles,Blocker,-6.215566664059855e-6,2.2491783098053273e-5,-2.1324454396189778e-5,-6.215566664059855e-6,8.893321068070067e-6,999.9989204552063,0.003907263431376612,2
Tommy Togiai,Rusher,-6.2332580610640945e-6,1.9067902141908736e-6,-7.514147137280885e-6,-6.2332580610640945e-6,-4.9523689848473035e-6,999.9989173818958,3.3128390351702897e-4,2
Ja'Whaun Bentley,Rusher,-6.252055819781867e-6,9.092899017233893e-6,-1.2360223847725919e-5,-6.252055819781867e-6,-1.4388779183781546e-7,999.9989141163908,0.0015795578308785171,2
Lerentee Mccray,Rusher,-6.329901088395301e-6,1.0112516492167685e-7,-6.397832063766791e-6,-6.329901088395301e-6,-6.261970113023812e-6,999.9989005932825,1.7526724202526603e-5,2
Joe Jackson,Rusher,-6.35836192508612e-6,6.931324626826912e-6,-1.1014489239009016e-5,-6.35836192508612e-6,-1.7022346111632256e-6,999.9988956491288,0.00120413493131021,2
A.J. Johnson,Rusher,-6.401999032219588e-6,9.05379385766437e-6,-1.2483898112828197e-5,-6.401999032219588e-6,-3.2009995161097825e-7,999.9988880685869,0.0015728456013501535,2
Dayo Odeyingbo,Rusher,-6.457942936202827e-6,1.086636291489533e-5,-1.375743789496151e-5,-6.457942936202827e-6,8.415520225558562e-7,999.9988783501353,0.0018876400646340259,2
Kemoko Turay,Rusher,-6.464650322687059e-6,1.260108862020369e-5,-1.492944977568179e-5,-6.464650322687058e-6,2.0001491303076744e-6,999.9988771849429,0.002189073817689863,2
Davion Taylor,Rusher,-6.46985762839247e-6,3.294869565949414e-6,-8.683191010940076e-6,-6.46985762839247e-6,-4.256524245844862e-6,999.9988762803413,5.723369521595367e-4,2
Joseph Jones,Rusher,-6.603080021104148e-6,2.9505882204975033e-6,-8.585141913346934e-6,-6.603080021104148e-6,-4.621018128861361e-6,999.9988531372412,5.12529156788811e-4,2
Jamin Davis,Rusher,-6.608804985081391e-6,9.739967225907702e-6,-1.3151642015356749e-05,-6.608804985081391e-6,-6.596795480603247e-8,999.9988521427131,0.0016920461243182655,2
Kayode Awosika,Blocker,-6.641514958242026e-6,9.392520528649654e-6,-1.2950954168571953e-5,-6.641514958242026e-6,-3.3207574791210014e-7,999.9988464604088,0.0016316074183883847,2
Kenny Young,Rusher,-6.7881782406170325e-6,2.8321419363492427e-6,-8.690673670668615e-6,-6.7881782406170325e-6,-4.88568281056545e-6,999.9988209823871,4.919529296978428e-4,2
Blake Brandel,Blocker,-6.80218405065987e-6,4.327842598673952e-6,-9.709418557618714e-6,-6.80218405065987e-6,-3.894949543701027e-6,999.9988185493287,7.517827473547829e-4,2
Chris Hubbard,Blocker,-6.826235032200739e-6,9.01202624809059e-8,-6.886773448487171e-6,-6.826235032200739e-6,-6.765696615914307e-6,999.9988143712453,1.5696009378481844e-5,2
Trent Harris,Rusher,-6.842464173696031e-6,1.811876025807544e-7,-6.9641772070252265e-6,-6.842464173696031e-6,-6.720751140366836e-6,999.9988115519546,3.1434994091765994e-5,2
Demone Harris,Rusher,-6.858442321722193e-6,2.586777415071565e-6,-8.59611378075864e-6,-6.858442321722193e-6,-5.120770862685746e-6,999.9988087762661,4.494097791988698e-4,2
Stephen Weatherly,Rusher,-6.962628109340486e-6,4.8087598370967925e-6,-1.0192919464753713e-5,-6.962628109340486e-6,-3.7323367539272585e-6,999.9987906773409,8.353266285902427e-4,2
Ty Nsekhe,Blocker,-6.970355964068971e-6,2.0464721816990134e-5,-2.0717562357364477e-5,-6.970355964068971e-6,6.776850429226538e-6,999.9987893348751,0.003555126819796166,2
Tipa Galeai,Rusher,-7.0710510596901e-6,4.528510500391482e-6,-1.0113084519016338e-5,-7.0710510596901e-6,-4.029017600363863e-6,999.9987718423454,7.867233648661726e-4,2
Jackson Barton,Blocker,-7.0715002748597655e-6,1.9069436599737137e-6,-8.352492428502467e-6,-7.0715002748597655e-6,-5.790508121217065e-6,999.9987717643087,3.31310559858464e-4,2
Daniel Wise,Rusher,-7.118346862646434e-6,1.8018486501160915e-6,-8.328741291856904e-6,-7.118346862646434e-6,-5.907952433435965e-6,999.9987636262229,3.129726540845448e-4,2
Justin Zimmer,Rusher,-7.176915190983534e-6,4.355279369386436e-6,-1.0102580388235802e-5,-7.176915190983534e-6,-4.251249993731264e-6,999.9987534518621,7.565490027021761e-4,2
Patrick Jones II,Rusher,-7.182158755833594e-6,9.732635425096084e-7,-7.835949944084271e-6,-7.182158755833594e-6,-6.528367567582918e-6,999.9987525409616,1.6911371066029635e-4,2
Alex Bars,Blocker,-7.200568065259389e-6,3.3759713775687896e-6,-9.468381706721442e-6,-7.200568065259389e-6,-4.932754423797337e-6,999.998749342937,5.865068123748818e-4,2
Kendal Vickers,Rusher,-7.30963250899832e-6,3.3885373939416193e-6,-9.585887390080614e-6,-7.30963250899832e-6,-5.033377627916024e-6,999.9987303965025,5.886897530088814e-4,2
Jaylon Moore,Blocker,-7.33913932157301e-6,8.182350878879395e-6,-1.2835645324451172e-5,-7.33913932157301e-6,-1.8426333186948481e-6,999.9987252706442,0.0014213794180171753,2
Poona Ford,Rusher,-7.371347684202207e-6,2.1483288453680027e-5,-2.1802777684596827e-5,-7.371347684202207e-6,7.060082316192412e-6,999.9987196754786,0.003731988935232778,2
B.J. Hill,Rusher,-7.4764434314916745e-6,3.100730344655997e-5,-2.830564423819466e-5,-7.4764434314916745e-6,1.335275737521131e-5,999.9987014184774,0.005386479797987724,2
Terron Armstead,Blocker,-7.56801705908479e-6,3.017683027075747e-5,-2.7839346312294473e-5,-7.56801705908479e-6,1.2703312194124895e-5,999.998685510509,0.005242211830897482,2
Ryan Mccollum,Blocker,-7.636529448041022e-6,9.626448250248759e-6,-1.4103109942708683e-5,-7.636529448041022e-6,-1.1699489533733624e-6,999.9986736086878,0.00167224482589137,2
Ladarius Hamilton,Rusher,-7.745385081727905e-6,5.6346968332422e-6,-1.1530500805408033e-5,-7.745385081727905e-6,-3.960269358047776e-6,999.9986546985274,9.788876130212888e-4,2
Carl Davis Jr.,Rusher,-7.776668754369925e-6,1.5408803807780426e-5,-1.812755493370183e-5,-7.776668754369925e-6,2.574217424961979e-6,999.9986492639969,0.002676823902832453,2
Brandin Bryant,Rusher,-7.865542571403038e-6,3.907807846380564e-6,-1.0490618127765249e-5,-7.865542571403038e-6,-5.2404670150408265e-6,999.9986338250335,6.788152373054098e-4,2
Andrew Billings,Rusher,-7.971416153438487e-6,1.7503883573282854e-6,-9.147242056756458e-6,-7.971416153438487e-6,-6.795590250120515e-6,999.9986154329085,3.041141181132665e-4,2
Austin Bryant,Rusher,-8.034286608523462e-6,3.1978314680884746e-6,-1.01824345088917e-5,-8.034286608523462e-6,-5.886138708155223e-6,999.9986045111918,5.55479708066018e-4,2
Justin Murray,Blocker,-8.134627573145261e-6,5.00940101726039e-7,-8.471134808899084e-6,-8.134627573145261e-6,-7.798120337391438e-6,999.9985870801811,8.698169249744899e-5,2
Jonas Griffith,Rusher,-8.193137027607781e-6,7.820594038146486e-7,-8.718486559949425e-6,-8.193137027607781e-6,-7.667787495266137e-6,999.9985769160477,1.3589814968368002e-4,2
Isaac Rochell,Rusher,-8.29699149882371e-6,5.036624968444135e-6,-1.1680351584830023e-5,-8.29699149882371e-6,-4.913631412817397e-6,999.9985588746781,8.749108562163972e-4,2
Troy Dye,Rusher,-8.381043565079344e-6,4.737846034136225e-6,-1.1563698471087084e-5,-8.381043565079344e-6,-5.198388659071604e-6,999.9985442733388,8.230886717138323e-4,2
David Sharpe,Blocker,-8.426148875511478e-6,1.1427382096320396e-5,-1.610250927845348e-5,-8.426148875511478e-6,-7.497884725694739e-7,999.9985364377438,0.0019851801110318023,2
Rashard Lawrence,Rusher,-8.486372700422839e-6,5.560190430583126e-6,-1.2221438640669023e-5,-8.486372700422839e-6,-4.751306760176654e-6,999.9985259757939,0.00096594452515977845,2
Steve Mclendon,Rusher,-8.49066309285611e-6,7.202883042223614e-6,-1.3329210163943523e-5,-8.49066309285611e-6,-3.6521160217686986e-6,999.9985252304764,0.0012513094598134225,2
Jack Conklin,Blocker,-8.581272363808208e-6,4.698221733244143e-6,-1.1737309588548409e-5,-8.581272363808208e-6,-5.425235139068006e-6,999.9985094900338,8.161241931106293e-4,2
Dennis Gardeck,Rusher,-8.767993165006913e-6,8.074462157221122e-6,-1.4192024763521868e-5,-8.767993165006913e-6,-3.3439615664919595e-6,999.9984770533083,0.0014026372274931248,2
Christian Wilkins,Rusher,-8.771239870462527e-6,3.342473224695054e-6,-1.101655107942305e-5,-8.771239870462527e-6,-6.525928661502005e-6,999.9984764892979,5.806065547195537e-4,2
Taylor Decker,Blocker,-9.082250503923918e-6,2.417164865912585e-5,-2.5319590349284197e-5,-9.082250503923918e-6,7.155089341436363e-6,999.9984224612172,0.004199004936178555,2
Christian Ringo,Rusher,-9.349776521956665e-6,1.532118784413133e-6,-1.0378979524896391e-5,-9.349776521956665e-6,-8.320573519016939e-6,999.9983759871877,2.6619680972876257e-4,2
Jackson Carman,Blocker,-9.402748167297944e-6,2.6011510244671268e-5,-2.687601768606283e-5,-9.402748167297944e-6,8.070521351466944e-6,999.9983667850704,0.004518621629806779,2
Joe Gaziano,Rusher,-9.557280404841192e-6,1.001200058642894e-5,-1.6282856237353407e-5,-9.557280404841192e-6,-2.831704572328978e-6,999.9983399400712,0.0017392221267489138,2
Devin White,Rusher,-9.565733022128877e-6,6.93796358300918e-7,-1.0031791726360132e-5,-9.565733022128877e-6,-9.099674317897624e-6,999.9983384717011,1.2048425572400548e-4,2
Caleb Benenoch,Blocker,-9.588361242183556e-6,1.11333875947221e-7,-9.663149933908715e-6,-9.588361242183556e-6,-9.513572550458398e-6,999.9983345407768,1.938119148577225e-5,2
Quincy Williams,Rusher,-9.677605491992322e-6,6.596808825018954e-7,-1.0120747076156727e-5,-9.677605491992322e-6,-9.234463907827915e-6,999.9983190374627,1.1455779061793246e-4,2
Aaron Stinnie,Blocker,-9.949594565870866e-6,9.693621631492262e-6,-1.646129887626141e-5,-9.949594565870866e-6,-3.437890255480322e-6,999.9982717881211,0.0016839950698661252,2
Joe Schobert,Rusher,-9.961404880141681e-6,2.7908149767081692e-5,-2.8708744733281256e-5,-9.961404880141681e-6,8.785934972997895e-6,999.9982697364594,0.004848182693829926,2
Malcolm Roach,Rusher,-9.969462893148454e-6,2.286640149455834e-6,-1.1505516711171413e-5,-9.969462893148454e-6,-8.433409075125496e-6,999.9982683366391,3.971895633857826e-4,2
Kevin Strong,Rusher,-9.972396275604767e-6,9.94067902852353e-6,-1.665006174873926e-5,-9.972396275604767e-6,-3.294730802470271e-6,999.9982678270584,0.0017268323030939414,2
Dee Ford,Rusher,-1.0028213498420016e-5,1.6658191574420616e-5,-2.1218377711768576e-5,-1.0028213498420016e-5,1.1619507149285412e-6,999.9982581306137,0.0028937837554611897,2
Damien Wilson,Rusher,-1.0047697230835927e-5,1.9214284320122133e-5,-2.2954920432320406e-5,-1.0047697230835927e-5,2.859525970648552e-6,999.9982547459426,0.003337903577821848,2
Kyzir White,Rusher,-1.0059612563822627e-5,4.603620034231211e-6,-1.3152100960823207e-5,-1.0059612563822627e-5,-6.9671241668220476e-6,999.9982526760373,7.99690194816737e-4,2
Derrek Tuszka,Rusher,-1.0293902562999224e-5,1.1386028188294959e-5,-1.794248341858754e-5,-1.0293902562999224e-5,-2.645321707410905e-6,999.9982119756958,0.0019779962014112584,2
Justin Madubuike,Rusher,-1.0315327610583324e-5,1.5445937278115786e-5,-2.0691158252164196e-5,-1.0315327610583324e-5,6.050303099754718e-8,999.9982082537838,0.0026832746473439517,2
Neville Hewitt,Rusher,-1.0347811498697005e-5,2.187627808777983e-5,-2.5043232852539212e-5,-1.0347811498697007e-5,4.3476098551452005e-6,999.9982026107546,0.0038002582270200693,2
Justin Strnad,Rusher,-1.0392122542743813e-5,1.939556779612565e-6,-1.1695022606536183e-5,-1.0392122542743813e-5,-9.089222478951446e-6,999.9981949131377,3.369760389205439e-4,2
K'Lavon Chaisson,Rusher,-1.0583438889157763e-5,6.466410656672724e-6,-1.4927259573164491e-5,-1.0583438889157763e-5,-6.2396182051510355e-6,999.9981616780842,0.0011233711026286304,2
Jesse Davis,Blocker,-1.0682008473779979e-5,5.714080982502215e-5,-4.906642987805585e-5,-1.0682008473779979e-5,2.7702412930495885e-5,999.9981445547937,0.00992641587564199,2
Jarrad Davis,Rusher,-1.0713021066191406e-5,3.5328845292727812e-6,-1.3086241343599344e-5,-1.0713021066191406e-5,-8.339800788783468e-6,999.9981391673546,6.137654187279922e-4,2
Garett Bolles,Blocker,-1.0729727406318392e-5,1.03544033969016e-5,-1.7685312820554028e-5,-1.0729727406318392e-5,-3.7741419920827537e-6,999.9981362651661,0.0017987035871895956,2
Tyre Phillips,Blocker,-1.0878779463294124e-5,1.081820262685195e-5,-1.8145922679106404e-5,-1.0878779463294124e-5,-3.6116362474818437e-6,999.9981103721716,0.0018792737656815684,2
Chris Rumph II,Rusher,-1.0951087098701011e-5,6.4702218053934745e-6,-1.5297467927357065e-5,-1.0951087098701011e-5,-6.604706270044957e-6,999.9980978110489,0.0011240331669573262,2
Tyler Lancaster,Rusher,-1.097713269374568e-5,8.140995131003566e-6,-1.6445857913348004e-5,-1.097713269374568e-5,-5.508407474143356e-6,999.9980932864655,0.0014141951887710253,2
Max Garcia,Blocker,-1.098935666289909e-5,7.724676141232423e-5,-6.28799800412852e-5,-1.098935666289909e-5,4.0901266715487024e-5,999.9980911629445,0.013419177406697694,2
Bradley Chubb,Rusher,-1.1040648218559497e-5,4.872174982554576e-6,-1.4313538789386697e-5,-1.1040648218559497e-5,-7.767757647732296e-6,999.9980822526888,8.464240001253005e-4,2
Pat Elflein,Blocker,-1.1218750193643968e-5,2.8624669153493933e-5,-3.0447412977918076e-5,-1.1218750193643968e-5,8.00991259063014e-6,999.9980513132068,0.004972573827550752,2
Anthony Walker Jr.,Rusher,-1.1294369994363561e-5,1.4607063586926832e-6,-1.2275601597339772e-5,-1.1294369994363561e-5,-1.031313839138735e-5,999.9980381767019,2.53710168213973e-4,2
Shaquille Quarterman,Rusher,-1.1449271211503178e-5,2.069940106508021e-6,-1.2839756463166914e-5,-1.1449271211503178e-5,-1.0058785959839442e-5,999.9980112676044,3.595449101934937e-4,2
Andrew Wylie,Blocker,-1.147661559792637e-5,3.973671073264716e-5,-3.816980833797429e-5,-1.147661559792637e-5,1.5216577142121552e-5,999.9980065173979,0.006903014196275245,2
Alijah Vera-Tucker,Blocker,-1.1476910481619389e-5,8.55435305180741e-6,-1.7223309480636404e-5,-1.1476910481619389e-5,-5.730511482602373e-6,999.9980064661713,0.0014860838468817902,2
Marquise Copeland,Rusher,-1.1525491418510528e-5,3.216752832323308e-5,-3.313407495931056e-5,-1.1525491418510528e-5,1.00830921222895e-5,999.9979980267983,0.005588031502682707,2
Trey Flowers,Rusher,-1.161299723395435e-5,1.5028389776056809e-5,-2.1708339738870486e-5,-1.161299723395435e-5,-1.5176547290382155e-6,999.9979828254811,0.0026107392169317832,2
Jamie Collins Sr.,Rusher,-1.1625193450488794e-5,4.571423364985128e-7,-1.1932279474289077e-5,-1.1625193450488794e-5,-1.1318107426688509e-5,999.9979807067814,7.937324145205456e-5,2
Jerome Baker,Rusher,-1.1714266465515275e-5,5.075761065441481e-6,-1.5123916281118786e-5,-1.1714266465515275e-5,-8.304616649911764e-6,999.9979652332138,8.817905251876843e-4,2
Jake Zimmer,Rusher,-1.173675846568643e-5,5.744227872935803e-8,-1.177534539926195e-5,-1.173675846568643e-5,-1.1698171532110912e-5,999.9979613259532,9.938229660319005e-6,2
Jordan Willis,Rusher,-1.1763300951512611e-5,3.951985139252936e-5,-3.8310818117097645e-5,-1.1763300951512611e-5,1.4784216214072421e-5,999.997956715051,0.006865341870386758,2
Brent Urban,Rusher,-1.1834098320877543e-5,1.6134105103489747e-6,-1.291790915794768e-5,-1.1834098320877543e-5,-1.0750287483807405e-5,999.9979444162884,2.8031862891323957e-4,2
Cory Littleton,Rusher,-1.1904543608787027e-5,5.414930050860733e-6,-1.5542030679470745e-5,-1.1904543608787027e-5,-8.267056538103306e-6,999.9979321786884,9.4071021267629e-4,2
Jedrick Wills Jr.,Blocker,-1.199454416695517e-5,4.231768234688554e-5,-4.0421508310957146e-5,-1.199454416695517e-5,1.6432419977046803e-5,999.9979165439901,0.007351293855861638,2
Renell Wren,Rusher,-1.2055586694971533e-5,5.580481451117156e-6,-1.5804283157523687e-5,-1.2055586694971533e-5,-8.30689023241938e-6,999.9979059398167,9.694694364894892e-4,2
D'Ante Smith,Blocker,-1.216314812130731e-5,4.871539167925342e-6,-1.5435611582740397e-5,-1.216314812130731e-5,-8.890684659874223e-6,999.9978872544833,8.463135478538839e-4,2
Margus Hunt,Rusher,-1.2167928898800754e-5,3.572762753798932e-6,-1.4567937431043606e-5,-1.2167928898800754e-5,-9.767920366557904e-6,999.9978864239772,6.206119434242987e-4,2
Jalen Reeves-Maybin,Rusher,-1.2210894447495694e-5,6.095423320002351e-6,-1.630550385308316e-5,-1.2210894447495694e-5,-8.116285041908227e-6,999.9978789600968,0.001058842968829864,2
Markus Bailey,Rusher,-1.2220413195157998e-5,8.19960784253377e-7,-1.277122303446797e-5,-1.2220413195157998e-5,-1.1669603355848025e-5,999.9978773065211,1.4248229383262675e-4,2
Mike Onwenu,Blocker,-1.2673102368223126e-5,5.2466200029580155e-5,-4.791734790102881e-5,-1.2673102368223126e-5,2.2571143164582553e-5,999.9977986663571,0.009114352979970599,2
Rashod Hill,Blocker,-1.2693678480423987e-5,1.4634249852793166e-5,-2.2524256923487856e-5,-1.2693678480423987e-5,-2.8631000373601163e-6,999.9977950919204,0.0025422700993315704,2
Will Holden,Blocker,-1.2802239166546485e-5,2.5459174603722005e-6,-1.4512462892088381e-5,-1.2802239166546485e-5,-1.109201544100459e-5,999.9977762329975,4.423116780402602e-4,2
La'El Collins,Blocker,-1.2951394744038735e-5,8.02532903944573e-6,-1.834242109983186e-5,-1.2951394744038735e-5,-7.560368388245605e-6,999.9977503220198,0.0013941019306817487,2
Austin Corbett,Blocker,-1.2957288333413028e-5,7.538457808986646e-5,-6.359698737943287e-5,-1.2957288333413028e-5,3.7682410712606824e-5,999.9977492981984,0.013095683030251076,2
Christian Covington,Rusher,-1.2962073224617358e-5,3.6979325181052895e-5,-3.780298824388107e-5,-1.2962073224617358e-5,1.1878841794646352e-05,999.9977484669778,0.006423926232024213,2
Solomon Kindley,Blocker,-1.2964469812886697e-5,1.2469441646662167e-5,-2.1340835221553227e-5,-1.2964469812886697e-5,-4.5881044042201655e-6,999.9977480506477,0.0021661233636060084,2
Robert Jones,Blocker,-1.3036593225929814e-5,1.075149135144196e-5,-2.0258923046279285e-5,-1.3036593225929814e-5,-5.814263405580341e-6,999.9977355215276,0.0018676848302225586,2
Rashod Berry,Rusher,-1.3246285000195412e-5,1.633107266181616e-5,-2.421670661225484e-5,-1.3246285000195412e-5,-2.275863388135986e-6,999.9976990943354,0.002836957379991626,2
Julian Okwara,Rusher,-1.3274334787294787e-5,3.491687760627854e-6,-1.5619881075954512e-5,-1.3274334787294787e-5,-1.0928788498635062e-5,999.9976942215883,6.065277745445028e-4,2
Cameron Fleming,Blocker,-1.330331547947538e-5,1.4236683222640585e-5,-2.2866827965392595e-5,-1.330331547947538e-5,-3.739802993558166e-6,999.9976891871265,0.002473205701951111,2
Chase Winovich,Rusher,-1.3338984309545604e-5,6.500095903125938e-6,-1.770543310643569e-5,-1.3338984309545604e-5,-8.972535512655517e-6,999.997682990816,0.0011291417967968919,2
Leighton Vander Esch,Rusher,-1.3401674188647468e-5,1.8584251807945745e-5,-2.5885672141490422e-5,-1.3401674188647468e-5,-9.176762358045115e-7,999.9976721004685,0.003228455720466412,2
Joe Noteboom,Blocker,-1.3442530247250475e-5,2.869258663674211e-5,-3.27168166988422e-5,-1.3442530247250473e-5,5.831756204341247e-6,999.9976650030442,0.004984453335403763,2
Marlon Tuipulotu,Rusher,-1.3446930811632859e-5,3.124036711517392e-6,-1.5545506977853044e-5,-1.3446930811632859e-5,-1.1348354645412672e-5,999.997664238588,5.426602457777461e-4,2
Carlos Davis,Rusher,-1.347650493537893e-5,4.5107433015052985e-6,-1.6506603253230813e-5,-1.347650493537893e-5,-1.0446406617527046e-5,999.9976591010363,7.836368862953048e-4,2
Kaden Elliss,Rusher,-1.3584441282910038e-5,2.751608791635834e-6,-1.5432838456861345e-5,-1.3584441282910038e-5,-1.1736044108958728e-5,999.9976403505724,4.779628895943271e-4,2
Ryan Bates,Blocker,-1.3586840237796754e-5,2.6931470977750262e-5,-3.167809470570787e-5,-1.3586840237796754e-5,4.5044142301143645e-6,999.9976399338312,0.004678516210299034,2
Leonard Williams,Rusher,-1.3756352666114575e-5,1.0395492527952496e-5,-2.0739539763389406e-5,-1.3756352666114575e-5,-6.773165568839744e-6,999.9976104865063,0.0018059225328731947,2
Jeremiah Attaochu,Rusher,-1.3763192678444789e-5,2.487390658449362e-6,-1.5434100940391924e-5,-1.3763192678444789e-5,-1.2092284416497654e-5,999.9976092982745,4.3206349868358125e-4,2
Krys Barnes,Rusher,-1.3815389519457205e-5,1.604663330615658e-6,-1.489332442592694e-5,-1.3815389519457205e-5,-1.2737454612987468e-5,999.9976002307544,2.787180556191063e-4,2
Joe Haeg,Blocker,-1.3840826841700705e-5,2.4194339682287187e-5,-3.0093409414592958e-5,-1.3840826841700706e-5,2.4117557311915455e-6,999.997595811839,0.004202946770653583,2
Porter Gustin,Rusher,-1.3996593088429667e-5,7.670886219535153e-6,-1.9149521968796225e-5,-1.3996593088429667e-5,-8.843664208063108e-6,999.9975687524704,0.0013325289062750428,2
Jalyn Holmes,Rusher,-1.4025157731250785e-5,9.97932900741792e-6,-2.0728786383445773e-5,-1.4025157731250785e-5,-7.321529079055796e-6,999.9975637902837,0.0017336275246649477,2
Laremy Tunsil,Blocker,-1.4119363322513454e-5,1.5092753964043361e-5,-2.42579425635309e-5,-1.4119363322513454e-5,-3.980784081496005e-6,999.9975474250964,0.002621839389049552,2
Terence Steele,Blocker,-1.41556409767078e-5,1.387927900433508e-5,-2.3479066663555942e-5,-1.41556409767078e-5,-4.8322152898596605e-6,999.9975411230223,0.0024111182300026878,2
Solomon Thomas,Rusher,-1.4203624251808834e-5,3.17789204094061e-5,-3.555115986607354e-5,-1.4203624251808834e-5,7.143911362455867e-6,999.9975327874737,0.005520523393648715,2
